"","State","Year","Event","Value"
"767","KY",1965,"Fatalities",1
"768","LA",1965,"Fatalities",0
"769","MA",1965,"Fatalities",0
"770","MD",1965,"Fatalities",0
"771","ME",1965,"Fatalities",0
"772","MI",1965,"Fatalities",53
"773","MN",1965,"Fatalities",13
"774","MO",1965,"Fatalities",0
"775","MS",1965,"Fatalities",0
"776","MT",1965,"Fatalities",0
"777","NC",1965,"Fatalities",3
"778","ND",1965,"Fatalities",0
"779","NE",1965,"Fatalities",4
"780","NH",1965,"Fatalities",0
"781","NJ",1965,"Fatalities",0
"782","NM",1965,"Fatalities",0
"783","NV",1965,"Fatalities",0
"784","NY",1965,"Fatalities",0
"785","OH",1965,"Fatalities",62
"786","OK",1965,"Fatalities",0
"787","OR",1965,"Fatalities",0
"788","PA",1965,"Fatalities",0
"789","RI",1965,"Fatalities",0
"790","SC",1965,"Fatalities",0
"791","SD",1965,"Fatalities",2
"792","TN",1965,"Fatalities",1
"793","TX",1965,"Fatalities",6
"794","UT",1965,"Fatalities",0
"795","VA",1965,"Fatalities",0
"796","VT",1965,"Fatalities",0
"797","WA",1965,"Fatalities",0
"798","WI",1965,"Fatalities",3
"799","WV",1965,"Fatalities",0
"800","WY",1965,"Fatalities",0
"801","AK",1966,"Fatalities",NA
"802","AL",1966,"Fatalities",1
"803","AR",1966,"Fatalities",0
"804","AZ",1966,"Fatalities",0
"805","CA",1966,"Fatalities",0
"806","CO",1966,"Fatalities",0
"807","CT",1966,"Fatalities",0
"808","DE",1966,"Fatalities",0
"809","FL",1966,"Fatalities",11
"810","GA",1966,"Fatalities",0
"811","HI",1966,"Fatalities",NA
"812","IA",1966,"Fatalities",6
"813","ID",1966,"Fatalities",0
"814","IL",1966,"Fatalities",1
"815","IN",1966,"Fatalities",0
"816","KS",1966,"Fatalities",17
"817","KY",1966,"Fatalities",0
"818","LA",1966,"Fatalities",0
"819","MA",1966,"Fatalities",0
"820","MD",1966,"Fatalities",0
"821","ME",1966,"Fatalities",0
"822","MI",1966,"Fatalities",0
"823","MN",1966,"Fatalities",0
"824","MO",1966,"Fatalities",0
"825","MS",1966,"Fatalities",58
"826","MT",1966,"Fatalities",0
"827","NC",1966,"Fatalities",0
"828","ND",1966,"Fatalities",1
"829","NE",1966,"Fatalities",0
"830","NH",1966,"Fatalities",0
"831","NJ",1966,"Fatalities",0
"832","NM",1966,"Fatalities",0
"833","NV",1966,"Fatalities",0
"834","NY",1966,"Fatalities",0
"835","OH",1966,"Fatalities",0
"836","OK",1966,"Fatalities",0
"837","OR",1966,"Fatalities",0
"838","PA",1966,"Fatalities",0
"839","RI",1966,"Fatalities",NA
"840","SC",1966,"Fatalities",0
"841","SD",1966,"Fatalities",3
"842","TN",1966,"Fatalities",0
"843","TX",1966,"Fatalities",0
"844","UT",1966,"Fatalities",0
"845","VA",1966,"Fatalities",0
"846","VT",1966,"Fatalities",0
"847","WA",1966,"Fatalities",0
"848","WI",1966,"Fatalities",0
"849","WV",1966,"Fatalities",0
"850","WY",1966,"Fatalities",0
"851","AK",1967,"Fatalities",NA
"852","AL",1967,"Fatalities",5
"853","AR",1967,"Fatalities",0
"854","AZ",1967,"Fatalities",0
"855","CA",1967,"Fatalities",0
"856","CO",1967,"Fatalities",0
"857","CT",1967,"Fatalities",NA
"858","DE",1967,"Fatalities",0
"859","FL",1967,"Fatalities",2
"860","GA",1967,"Fatalities",0
"861","HI",1967,"Fatalities",0
"862","IA",1967,"Fatalities",3
"863","ID",1967,"Fatalities",0
"864","IL",1967,"Fatalities",59
"865","IN",1967,"Fatalities",0
"866","KS",1967,"Fatalities",2
"867","KY",1967,"Fatalities",0
"868","LA",1967,"Fatalities",0
"869","MA",1967,"Fatalities",0
"870","MD",1967,"Fatalities",1
"871","ME",1967,"Fatalities",0
"872","MI",1967,"Fatalities",0
"873","MN",1967,"Fatalities",14
"874","MO",1967,"Fatalities",8
"875","MS",1967,"Fatalities",7
"876","MT",1967,"Fatalities",0
"877","NC",1967,"Fatalities",0
"878","ND",1967,"Fatalities",0
"879","NE",1967,"Fatalities",0
"880","NH",1967,"Fatalities",0
"881","NJ",1967,"Fatalities",0
"882","NM",1967,"Fatalities",0
"883","NV",1967,"Fatalities",0
"884","NY",1967,"Fatalities",0
"885","OH",1967,"Fatalities",0
"886","OK",1967,"Fatalities",4
"887","OR",1967,"Fatalities",0
"888","PA",1967,"Fatalities",0
"889","RI",1967,"Fatalities",NA
"890","SC",1967,"Fatalities",0
"891","SD",1967,"Fatalities",0
"892","TN",1967,"Fatalities",2
"893","TX",1967,"Fatalities",5
"894","UT",1967,"Fatalities",0
"895","VA",1967,"Fatalities",0
"896","VT",1967,"Fatalities",0
"897","WA",1967,"Fatalities",0
"898","WI",1967,"Fatalities",2
"899","WV",1967,"Fatalities",0
"900","WY",1967,"Fatalities",0
"901","AK",1968,"Fatalities",NA
"902","AL",1968,"Fatalities",1
"903","AR",1968,"Fatalities",65
"904","AZ",1968,"Fatalities",0
"905","CA",1968,"Fatalities",NA
"906","CO",1968,"Fatalities",0
"907","CT",1968,"Fatalities",0
"908","DE",1968,"Fatalities",0
"909","FL",1968,"Fatalities",4
"910","GA",1968,"Fatalities",0
"911","HI",1968,"Fatalities",NA
"912","IA",1968,"Fatalities",18
"913","ID",1968,"Fatalities",0
"914","IL",1968,"Fatalities",8
"915","IN",1968,"Fatalities",1
"916","KS",1968,"Fatalities",0
"917","KY",1968,"Fatalities",7
"918","LA",1968,"Fatalities",0
"919","MA",1968,"Fatalities",0
"920","MD",1968,"Fatalities",0
"921","ME",1968,"Fatalities",0
"922","MI",1968,"Fatalities",1
"923","MN",1968,"Fatalities",10
"924","MO",1968,"Fatalities",0
"925","MS",1968,"Fatalities",1
"926","MT",1968,"Fatalities",0
"927","NC",1968,"Fatalities",0
"928","ND",1968,"Fatalities",0
"929","NE",1968,"Fatalities",0
"930","NH",1968,"Fatalities",0
"931","NJ",1968,"Fatalities",0
"932","NM",1968,"Fatalities",0
"933","NV",1968,"Fatalities",0
"934","NY",1968,"Fatalities",0
"935","OH",1968,"Fatalities",9
"936","OK",1968,"Fatalities",0
"937","OR",1968,"Fatalities",0
"938","PA",1968,"Fatalities",0
"939","RI",1968,"Fatalities",NA
"940","SC",1968,"Fatalities",0
"941","SD",1968,"Fatalities",0
"942","TN",1968,"Fatalities",4
"943","TX",1968,"Fatalities",0
"944","UT",1968,"Fatalities",0
"945","VA",1968,"Fatalities",0
"946","VT",1968,"Fatalities",0
"947","WA",1968,"Fatalities",0
"948","WI",1968,"Fatalities",2
"949","WV",1968,"Fatalities",0
"950","WY",1968,"Fatalities",0
"951","AK",1969,"Fatalities",NA
"952","AL",1969,"Fatalities",2
"953","AR",1969,"Fatalities",0
"954","AZ",1969,"Fatalities",0
"955","CA",1969,"Fatalities",0
"956","CO",1969,"Fatalities",0
"957","CT",1969,"Fatalities",0
"958","DE",1969,"Fatalities",0
"959","FL",1969,"Fatalities",0
"960","GA",1969,"Fatalities",0
"961","HI",1969,"Fatalities",NA
"962","IA",1969,"Fatalities",0
"963","ID",1969,"Fatalities",0
"964","IL",1969,"Fatalities",0
"965","IN",1969,"Fatalities",0
"966","KS",1969,"Fatalities",0
"967","KY",1969,"Fatalities",0
"968","LA",1969,"Fatalities",1
"969","MA",1969,"Fatalities",0
"970","MD",1969,"Fatalities",0
"971","ME",1969,"Fatalities",0
"972","MI",1969,"Fatalities",0
"973","MN",1969,"Fatalities",15
"974","MO",1969,"Fatalities",6
"975","MS",1969,"Fatalities",32
"976","MT",1969,"Fatalities",0
"977","NC",1969,"Fatalities",0
"978","ND",1969,"Fatalities",0
"979","NE",1969,"Fatalities",1
"980","NH",1969,"Fatalities",0
"981","NJ",1969,"Fatalities",0
"982","NM",1969,"Fatalities",0
"983","NV",1969,"Fatalities",0
"984","NY",1969,"Fatalities",0
"985","OH",1969,"Fatalities",5
"986","OK",1969,"Fatalities",0
"987","OR",1969,"Fatalities",0
"988","PA",1969,"Fatalities",0
"989","RI",1969,"Fatalities",0
"990","SC",1969,"Fatalities",0
"991","SD",1969,"Fatalities",0
"992","TN",1969,"Fatalities",0
"993","TX",1969,"Fatalities",3
"994","UT",1969,"Fatalities",0
"995","VA",1969,"Fatalities",1
"996","VT",1969,"Fatalities",0
"997","WA",1969,"Fatalities",0
"998","WI",1969,"Fatalities",0
"999","WV",1969,"Fatalities",0
"1000","WY",1969,"Fatalities",0
"1001","AK",1970,"Fatalities",NA
"1002","AL",1970,"Fatalities",2
"1003","AR",1970,"Fatalities",1
"1004","AZ",1970,"Fatalities",0
"1005","CA",1970,"Fatalities",0
"1006","CO",1970,"Fatalities",0
"1007","CT",1970,"Fatalities",0
"1008","DE",1970,"Fatalities",0
"1009","FL",1970,"Fatalities",0
"1010","GA",1970,"Fatalities",1
"1011","HI",1970,"Fatalities",NA
"1012","IA",1970,"Fatalities",0
"1013","ID",1970,"Fatalities",0
"1014","IL",1970,"Fatalities",0
"1015","IN",1970,"Fatalities",0
"1016","KS",1970,"Fatalities",0
"1017","KY",1970,"Fatalities",0
"1018","LA",1970,"Fatalities",1
"1019","MA",1970,"Fatalities",1
"1020","MD",1970,"Fatalities",0
"1021","ME",1970,"Fatalities",0
"1022","MI",1970,"Fatalities",0
"1023","MN",1970,"Fatalities",0
"1024","MO",1970,"Fatalities",0
"1025","MS",1970,"Fatalities",4
"1026","MT",1970,"Fatalities",0
"1027","NC",1970,"Fatalities",0
"1028","ND",1970,"Fatalities",0
"1029","NE",1970,"Fatalities",0
"1030","NH",1970,"Fatalities",0
"1031","NJ",1970,"Fatalities",0
"1032","NM",1970,"Fatalities",0
"1033","NV",1970,"Fatalities",0
"1034","NY",1970,"Fatalities",1
"1035","OH",1970,"Fatalities",0
"1036","OK",1970,"Fatalities",6
"1037","OR",1970,"Fatalities",0
"1038","PA",1970,"Fatalities",1
"1039","RI",1970,"Fatalities",NA
"1040","SC",1970,"Fatalities",0
"1041","SD",1970,"Fatalities",1
"1042","TN",1970,"Fatalities",3
"1043","TX",1970,"Fatalities",51
"1044","UT",1970,"Fatalities",0
"1045","VA",1970,"Fatalities",0
"1046","VT",1970,"Fatalities",0
"1047","WA",1970,"Fatalities",0
"1048","WI",1970,"Fatalities",0
"1049","WV",1970,"Fatalities",0
"1050","WY",1970,"Fatalities",0
"1051","AK",1971,"Fatalities",NA
"1052","AL",1971,"Fatalities",4
"1053","AR",1971,"Fatalities",0
"1054","AZ",1971,"Fatalities",0
"1055","CA",1971,"Fatalities",0
"1056","CO",1971,"Fatalities",0
"1057","CT",1971,"Fatalities",0
"1058","DE",1971,"Fatalities",0
"1059","FL",1971,"Fatalities",0
"1060","GA",1971,"Fatalities",2
"1061","HI",1971,"Fatalities",0
"1062","IA",1971,"Fatalities",1
"1063","ID",1971,"Fatalities",0
"1064","IL",1971,"Fatalities",1
"1065","IN",1971,"Fatalities",1
"1066","KS",1971,"Fatalities",0
"1067","KY",1971,"Fatalities",9
"1068","LA",1971,"Fatalities",12
"1069","MA",1971,"Fatalities",0
"1070","MD",1971,"Fatalities",0
"1071","ME",1971,"Fatalities",0
"1072","MI",1971,"Fatalities",0
"1073","MN",1971,"Fatalities",0
"1074","MO",1971,"Fatalities",3
"1075","MS",1971,"Fatalities",118
"1076","MT",1971,"Fatalities",0
"1077","NC",1971,"Fatalities",2
"1078","ND",1971,"Fatalities",0
"1079","NE",1971,"Fatalities",0
"1080","NH",1971,"Fatalities",0
"1081","NJ",1971,"Fatalities",0
"1082","NM",1971,"Fatalities",0
"1083","NV",1971,"Fatalities",0
"1084","NY",1971,"Fatalities",0
"1085","OH",1971,"Fatalities",0
"1086","OK",1971,"Fatalities",0
"1087","OR",1971,"Fatalities",0
"1088","PA",1971,"Fatalities",0
"1089","RI",1971,"Fatalities",0
"1090","SC",1971,"Fatalities",0
"1091","SD",1971,"Fatalities",0
"1092","TN",1971,"Fatalities",3
"1093","TX",1971,"Fatalities",2
"1094","UT",1971,"Fatalities",0
"1095","VA",1971,"Fatalities",0
"1096","VT",1971,"Fatalities",0
"1097","WA",1971,"Fatalities",0
"1098","WI",1971,"Fatalities",1
"1099","WV",1971,"Fatalities",0
"1100","WY",1971,"Fatalities",0
"1101","AK",1972,"Fatalities",NA
"1102","AL",1972,"Fatalities",4
"1103","AR",1972,"Fatalities",0
"1104","AZ",1972,"Fatalities",0
"1105","CA",1972,"Fatalities",0
"1106","CO",1972,"Fatalities",0
"1107","CT",1972,"Fatalities",0
"1108","DE",1972,"Fatalities",NA
"1109","FL",1972,"Fatalities",1
"1110","GA",1972,"Fatalities",1
"1111","HI",1972,"Fatalities",NA
"1112","IA",1972,"Fatalities",0
"1113","ID",1972,"Fatalities",0
"1114","IL",1972,"Fatalities",5
"1115","IN",1972,"Fatalities",0
"1116","KS",1972,"Fatalities",0
"1117","KY",1972,"Fatalities",0
"1118","LA",1972,"Fatalities",0
"1119","MA",1972,"Fatalities",1
"1120","MD",1972,"Fatalities",0
"1121","ME",1972,"Fatalities",0
"1122","MI",1972,"Fatalities",0
"1123","MN",1972,"Fatalities",0
"1124","MO",1972,"Fatalities",0
"1125","MS",1972,"Fatalities",0
"1126","MT",1972,"Fatalities",0
"1127","NC",1972,"Fatalities",0
"1128","ND",1972,"Fatalities",0
"1129","NE",1972,"Fatalities",0
"1130","NH",1972,"Fatalities",0
"1131","NJ",1972,"Fatalities",0
"1132","NM",1972,"Fatalities",0
"1133","NV",1972,"Fatalities",0
"1134","NY",1972,"Fatalities",1
"1135","OH",1972,"Fatalities",1
"1136","OK",1972,"Fatalities",5
"1137","OR",1972,"Fatalities",0
"1138","PA",1972,"Fatalities",0
"1139","RI",1972,"Fatalities",0
"1140","SC",1972,"Fatalities",0
"1141","SD",1972,"Fatalities",0
"1142","TN",1972,"Fatalities",0
"1143","TX",1972,"Fatalities",2
"1144","UT",1972,"Fatalities",0
"1145","VA",1972,"Fatalities",0
"1146","VT",1972,"Fatalities",0
"1147","WA",1972,"Fatalities",6
"1148","WI",1972,"Fatalities",0
"1149","WV",1972,"Fatalities",0
"1150","WY",1972,"Fatalities",0
"1151","AK",1973,"Fatalities",NA
"1152","AL",1973,"Fatalities",10
"1153","AR",1973,"Fatalities",5
"1154","AZ",1973,"Fatalities",0
"1155","CA",1973,"Fatalities",0
"1156","CO",1973,"Fatalities",0
"1157","CT",1973,"Fatalities",0
"1158","DE",1973,"Fatalities",0
"1159","FL",1973,"Fatalities",1
"1160","GA",1973,"Fatalities",3
"1161","HI",1973,"Fatalities",0
"1162","IA",1973,"Fatalities",2
"1163","ID",1973,"Fatalities",0
"1164","IL",1973,"Fatalities",0
"1165","IN",1973,"Fatalities",0
"1166","KS",1973,"Fatalities",6
"1167","KY",1973,"Fatalities",0
"1168","LA",1973,"Fatalities",1
"1169","MA",1973,"Fatalities",4
"1170","MD",1973,"Fatalities",0
"1171","ME",1973,"Fatalities",0
"1172","MI",1973,"Fatalities",0
"1173","MN",1973,"Fatalities",1
"1174","MO",1973,"Fatalities",8
"1175","MS",1973,"Fatalities",2
"1176","MT",1973,"Fatalities",0
"1177","NC",1973,"Fatalities",1
"1178","ND",1973,"Fatalities",0
"1179","NE",1973,"Fatalities",0
"1180","NH",1973,"Fatalities",0
"1181","NJ",1973,"Fatalities",0
"1182","NM",1973,"Fatalities",0
"1183","NV",1973,"Fatalities",0
"1184","NY",1973,"Fatalities",0
"1185","OH",1973,"Fatalities",6
"1186","OK",1973,"Fatalities",12
"1187","OR",1973,"Fatalities",0
"1188","PA",1973,"Fatalities",0
"1189","RI",1973,"Fatalities",0
"1190","SC",1973,"Fatalities",10
"1191","SD",1973,"Fatalities",2
"1192","TN",1973,"Fatalities",1
"1193","TX",1973,"Fatalities",14
"1194","UT",1973,"Fatalities",0
"1195","VA",1973,"Fatalities",0
"1196","VT",1973,"Fatalities",0
"1197","WA",1973,"Fatalities",0
"1198","WI",1973,"Fatalities",0
"1199","WV",1973,"Fatalities",0
"1200","WY",1973,"Fatalities",0
"1201","AK",1974,"Fatalities",NA
"1202","AL",1974,"Fatalities",79
"1203","AR",1974,"Fatalities",4
"1204","AZ",1974,"Fatalities",1
"1205","CA",1974,"Fatalities",0
"1206","CO",1974,"Fatalities",0
"1207","CT",1974,"Fatalities",0
"1208","DE",1974,"Fatalities",0
"1209","FL",1974,"Fatalities",1
"1210","GA",1974,"Fatalities",20
"1211","HI",1974,"Fatalities",NA
"1212","IA",1974,"Fatalities",3
"1213","ID",1974,"Fatalities",NA
"1214","IL",1974,"Fatalities",2
"1215","IN",1974,"Fatalities",47
"1216","KS",1974,"Fatalities",6
"1217","KY",1974,"Fatalities",72
"1218","LA",1974,"Fatalities",3
"1219","MA",1974,"Fatalities",0
"1220","MD",1974,"Fatalities",0
"1221","ME",1974,"Fatalities",0
"1222","MI",1974,"Fatalities",3
"1223","MN",1974,"Fatalities",0
"1224","MO",1974,"Fatalities",0
"1225","MS",1974,"Fatalities",0
"1226","MT",1974,"Fatalities",0
"1227","NC",1974,"Fatalities",7
"1228","ND",1974,"Fatalities",0
"1229","NE",1974,"Fatalities",0
"1230","NH",1974,"Fatalities",0
"1231","NJ",1974,"Fatalities",0
"1232","NM",1974,"Fatalities",1
"1233","NV",1974,"Fatalities",0
"1234","NY",1974,"Fatalities",0
"1235","OH",1974,"Fatalities",42
"1236","OK",1974,"Fatalities",16
"1237","OR",1974,"Fatalities",0
"1238","PA",1974,"Fatalities",0
"1239","RI",1974,"Fatalities",0
"1240","SC",1974,"Fatalities",6
"1241","SD",1974,"Fatalities",0
"1242","TN",1974,"Fatalities",47
"1243","TX",1974,"Fatalities",2
"1244","UT",1974,"Fatalities",NA
"1245","VA",1974,"Fatalities",1
"1246","VT",1974,"Fatalities",0
"1247","WA",1974,"Fatalities",0
"1248","WI",1974,"Fatalities",2
"1249","WV",1974,"Fatalities",1
"1250","WY",1974,"Fatalities",0
"1251","AK",1975,"Fatalities",NA
"1252","AL",1975,"Fatalities",2
"1253","AR",1975,"Fatalities",8
"1254","AZ",1975,"Fatalities",0
"1255","CA",1975,"Fatalities",0
"1256","CO",1975,"Fatalities",0
"1257","CT",1975,"Fatalities",0
"1258","DE",1975,"Fatalities",0
"1259","FL",1975,"Fatalities",2
"1260","GA",1975,"Fatalities",5
"1261","HI",1975,"Fatalities",0
"1262","IA",1975,"Fatalities",0
"1263","ID",1975,"Fatalities",0
"1264","IL",1975,"Fatalities",2
"1265","IN",1975,"Fatalities",0
"1266","KS",1975,"Fatalities",0
"1267","KY",1975,"Fatalities",0
"1268","LA",1975,"Fatalities",3
"1269","MA",1975,"Fatalities",0
"1270","MD",1975,"Fatalities",0
"1271","ME",1975,"Fatalities",0
"1272","MI",1975,"Fatalities",1
"1273","MN",1975,"Fatalities",2
"1274","MO",1975,"Fatalities",5
"1275","MS",1975,"Fatalities",9
"1276","MT",1975,"Fatalities",0
"1277","NC",1975,"Fatalities",0
"1278","ND",1975,"Fatalities",1
"1279","NE",1975,"Fatalities",4
"1280","NH",1975,"Fatalities",0
"1281","NJ",1975,"Fatalities",0
"1282","NM",1975,"Fatalities",0
"1283","NV",1975,"Fatalities",0
"1284","NY",1975,"Fatalities",0
"1285","OH",1975,"Fatalities",0
"1286","OK",1975,"Fatalities",3
"1287","OR",1975,"Fatalities",0
"1288","PA",1975,"Fatalities",0
"1289","RI",1975,"Fatalities",NA
"1290","SC",1975,"Fatalities",0
"1291","SD",1975,"Fatalities",0
"1292","TN",1975,"Fatalities",3
"1293","TX",1975,"Fatalities",10
"1294","UT",1975,"Fatalities",0
"1295","VA",1975,"Fatalities",0
"1296","VT",1975,"Fatalities",0
"1297","WA",1975,"Fatalities",0
"1298","WI",1975,"Fatalities",0
"1299","WV",1975,"Fatalities",0
"1300","WY",1975,"Fatalities",0
"1301","AK",1976,"Fatalities",NA
"1302","AL",1976,"Fatalities",0
"1303","AR",1976,"Fatalities",9
"1304","AZ",1976,"Fatalities",0
"1305","CA",1976,"Fatalities",0
"1306","CO",1976,"Fatalities",0
"1307","CT",1976,"Fatalities",0
"1308","DE",1976,"Fatalities",0
"1309","FL",1976,"Fatalities",1
"1310","GA",1976,"Fatalities",0
"1311","HI",1976,"Fatalities",NA
"1312","IA",1976,"Fatalities",0
"1313","ID",1976,"Fatalities",0
"1314","IL",1976,"Fatalities",4
"1315","IN",1976,"Fatalities",4
"1316","KS",1976,"Fatalities",0
"1317","KY",1976,"Fatalities",1
"1318","LA",1976,"Fatalities",1
"1319","MA",1976,"Fatalities",0
"1320","MD",1976,"Fatalities",0
"1321","ME",1976,"Fatalities",0
"1322","MI",1976,"Fatalities",3
"1323","MN",1976,"Fatalities",1
"1324","MO",1976,"Fatalities",2
"1325","MS",1976,"Fatalities",5
"1326","MT",1976,"Fatalities",0
"1327","NC",1976,"Fatalities",3
"1328","ND",1976,"Fatalities",0
"1329","NE",1976,"Fatalities",0
"1330","NH",1976,"Fatalities",0
"1331","NJ",1976,"Fatalities",0
"1332","NM",1976,"Fatalities",0
"1333","NV",1976,"Fatalities",0
"1334","NY",1976,"Fatalities",0
"1335","OH",1976,"Fatalities",0
"1336","OK",1976,"Fatalities",5
"1337","OR",1976,"Fatalities",0
"1338","PA",1976,"Fatalities",2
"1339","RI",1976,"Fatalities",0
"1340","SC",1976,"Fatalities",1
"1341","SD",1976,"Fatalities",0
"1342","TN",1976,"Fatalities",0
"1343","TX",1976,"Fatalities",2
"1344","UT",1976,"Fatalities",0
"1345","VA",1976,"Fatalities",0
"1346","VT",1976,"Fatalities",0
"1347","WA",1976,"Fatalities",0
"1348","WI",1976,"Fatalities",0
"1349","WV",1976,"Fatalities",0
"1350","WY",1976,"Fatalities",0
"1351","AK",1977,"Fatalities",NA
"1352","AL",1977,"Fatalities",23
"1353","AR",1977,"Fatalities",1
"1354","AZ",1977,"Fatalities",0
"1355","CA",1977,"Fatalities",0
"1356","CO",1977,"Fatalities",0
"1357","CT",1977,"Fatalities",0
"1358","DE",1977,"Fatalities",0
"1359","FL",1977,"Fatalities",1
"1360","GA",1977,"Fatalities",1
"1361","HI",1977,"Fatalities",NA
"1362","IA",1977,"Fatalities",0
"1363","ID",1977,"Fatalities",0
"1364","IL",1977,"Fatalities",6
"1365","IN",1977,"Fatalities",1
"1366","KS",1977,"Fatalities",0
"1367","KY",1977,"Fatalities",0
"1368","LA",1977,"Fatalities",1
"1369","MA",1977,"Fatalities",0
"1370","MD",1977,"Fatalities",0
"1371","ME",1977,"Fatalities",0
"1372","MI",1977,"Fatalities",1
"1373","MN",1977,"Fatalities",0
"1374","MO",1977,"Fatalities",3
"1375","MS",1977,"Fatalities",2
"1376","MT",1977,"Fatalities",0
"1377","NC",1977,"Fatalities",0
"1378","ND",1977,"Fatalities",0
"1379","NE",1977,"Fatalities",0
"1380","NH",1977,"Fatalities",0
"1381","NJ",1977,"Fatalities",0
"1382","NM",1977,"Fatalities",0
"1383","NV",1977,"Fatalities",0
"1384","NY",1977,"Fatalities",0
"1385","OH",1977,"Fatalities",0
"1386","OK",1977,"Fatalities",1
"1387","OR",1977,"Fatalities",0
"1388","PA",1977,"Fatalities",0
"1389","RI",1977,"Fatalities",NA
"1390","SC",1977,"Fatalities",0
"1391","SD",1977,"Fatalities",0
"1392","TN",1977,"Fatalities",0
"1393","TX",1977,"Fatalities",1
"1394","UT",1977,"Fatalities",0
"1395","VA",1977,"Fatalities",0
"1396","VT",1977,"Fatalities",0
"1397","WA",1977,"Fatalities",NA
"1398","WI",1977,"Fatalities",1
"1399","WV",1977,"Fatalities",0
"1400","WY",1977,"Fatalities",0
"1401","AK",1978,"Fatalities",NA
"1402","AL",1978,"Fatalities",0
"1403","AR",1978,"Fatalities",2
"1404","AZ",1978,"Fatalities",0
"1405","CA",1978,"Fatalities",0
"1406","CO",1978,"Fatalities",0
"1407","CT",1978,"Fatalities",0
"1408","DE",1978,"Fatalities",0
"1409","FL",1978,"Fatalities",3
"1410","GA",1978,"Fatalities",0
"1411","HI",1978,"Fatalities",0
"1412","IA",1978,"Fatalities",6
"1413","ID",1978,"Fatalities",0
"1414","IL",1978,"Fatalities",1
"1415","IN",1978,"Fatalities",0
"1416","KS",1978,"Fatalities",19
"1417","KY",1978,"Fatalities",0
"1418","LA",1978,"Fatalities",4
"1419","MA",1978,"Fatalities",0
"1420","MD",1978,"Fatalities",0
"1421","ME",1978,"Fatalities",0
"1422","MI",1978,"Fatalities",0
"1423","MN",1978,"Fatalities",4
"1424","MO",1978,"Fatalities",0
"1425","MS",1978,"Fatalities",5
"1426","MT",1978,"Fatalities",0
"1427","NC",1978,"Fatalities",1
"1428","ND",1978,"Fatalities",5
"1429","NE",1978,"Fatalities",0
"1430","NH",1978,"Fatalities",0
"1431","NJ",1978,"Fatalities",0
"1432","NM",1978,"Fatalities",0
"1433","NV",1978,"Fatalities",0
"1434","NY",1978,"Fatalities",0
